equipment_id,country,operator,domain,class,family,variant,status,catalog_path,source_ids,notes
eq-us-ground-stryker-m1252-mcvv,United States,US Army,ground,mortar_carrier,Stryker,M1252 MCVV,cataloged,catalog/ground/vehicles/stryker/m1252-mcvv,p5-us-ground-stryker-army-tb55-2023;p5-us-ground-stryker-tradoc-gta09-14-002;p5-us-ground-mortar-atp-3-21-90;p5-us-ground-stryker-mdex-2026;p5-us-ground-stryker-m1252mcvv-afvdatabase;p5-us-ground-stryker-family-gao03671,source coverage extended; propulsion speed and range still unknown at M1252 evidence level
eq-ca-ground-m777a2,Canada,Canadian Army / partner users,ground,towed_artillery,M777,M777A2,parameter_complete,catalog/ground/artillery/m777/m777a2,p5-ca-ground-m777-canada;p5-us-ground-m777a2-cpe,All declared howitzer fields filled; numeric values are Canadian M777 baseline while the A2 digitized-system boundary is named separately
eq-fr-ground-caesar6x6,France,French Army,ground,self_propelled_artillery,CAESAR,CAESAR 6x6,parameter_complete,catalog/ground/artillery/caesar/caesar-6x6,p5-fr-ground-caesar-official;p5-fr-ground-caesar-knds;p5-fr-ground-caesar-wikipedia,All declared artillery fields filled; official range/calibre, manufacturer mass/rate and community system details remain source-bounded
eq-ru-ground-bm21,Russia,Russian Ground Forces,ground,rocket_artillery,BM-21,Grad 9K51,parameter_complete,catalog/ground/rocket_artillery/bm-21/bm-21-grad,p5-ru-ground-bm21-wikipedia;p5-ru-ground-bm21-fas,All declared launcher fields filled; rocket-specific and family range envelopes remain distinct
eq-us-ground-m1a2sepv3,United States,US Army,ground,main_battle_tank,M1 Abrams,M1A2 SEP v3,parameter_complete,catalog/ground/vehicles/m1-abrams/m1a2-sepv3,p5-us-ground-m1a2sepv3-gdls;p5-us-ground-m1a2sepv3-armytechnology;p5-us-ground-m1a2sepv3-weaponspecs,all target fields filled; public source conflicts and classified armour remain cross-check items
eq-us-ground-m142-himars,United States,US Army,ground,rocket_artillery,HIMARS,M142,parameter_complete,catalog/ground/vehicles/himars/m142,p5-us-ground-m142-himars-lockheedmartin;p5-us-ground-m142-armyrecognition;p5-us-ground-m142-armytechnology;p5-us-ground-m142-weaponspecs,all target fields filled; vehicle/combat mass semantics and engine output remain cross-check items
eq-us-ground-m1a1,United States,US Army,ground,main_battle_tank,M1 Abrams,M1A1,parameter_complete,catalog/ground/vehicles/m1-abrams/m1a1,p5-us-ground-m1a1-army-tm;p5-us-ground-m1a1-armyrecognition;p5-us-ground-m1a1-weaponspecs,all target fields filled; public range/mass/geometry conflicts and armour details remain cross-check items
eq-us-ground-m2a4,United States,US Army,ground,infantry_fighting_vehicle,Bradley,M2A4,parameter_complete,catalog/ground/vehicles/bradley/m2a4,p5-us-ground-m2a4-cpe;p5-us-ground-m2a4-baesystems;p5-us-ground-m2a4-weaponspecs;p5-us-ground-m2a4-defensivelines,all target fields filled; troop-seat and TOW stowage differences remain cross-check items
eq-de-ground-leopard2a4,Germany,Bundeswehr,ground,main_battle_tank,Leopard 2,Leopard 2A4,parameter_complete,catalog/ground/vehicles/leopard-2/leopard-2a4,p5-de-ground-leopard2a4-bundeswehr;p5-de-ground-leopard2a4-knds;p5-de-ground-leopard2a4-weaponspecs,all target fields filled; national package and armour details remain cross-check items
eq-de-ground-leopard2a7,Germany,Bundeswehr,ground,main_battle_tank,Leopard 2,Leopard 2A7,parameter_complete,catalog/ground/vehicles/leopard-2/leopard-2a7,p5-de-ground-leopard2a7-bundeswehr;p5-de-ground-leopard2a7-knds;p5-de-ground-leopard2a7-weaponspecs,all target fields filled; A7/A7V and customer-fit differences remain cross-check items
eq-gb-ground-challenger2,United Kingdom,British Army,ground,main_battle_tank,Challenger,Challenger 2,parameter_complete,catalog/ground/vehicles/challenger-2/challenger-2,p5-gb-ground-challenger2-british-army;p5-gb-ground-challenger2-weaponspecs,all target fields filled; range, theatre-kit and ammunition differences remain cross-check items
eq-ru-ground-t90m,Russia,Russian Ground Forces,ground,main_battle_tank,T-90,T-90M,parameter_complete,catalog/ground/vehicles/t-90/t-90m,p5-ru-ground-t90m-armyrecognition;p5-ru-ground-t90m-roe,all target fields filled; retrievable Tier C source replaces 404 pointer; cross-check pending
eq-ru-ground-t72b3,Russia,Russian Ground Forces,ground,main_battle_tank,T-72,T-72B3,parameter_complete,catalog/ground/vehicles/t-72/t-72b3,p5-ru-ground-t72b3-armyrecognition;p5-ru-ground-t72b3-roe,all target fields filled; retrievable Tier C source replaces 404 pointer; cross-check pending
eq-ru-ground-bmp2,Russia,Russian Ground Forces,ground,infantry_fighting_vehicle,BMP,BMP-2,parameter_complete,catalog/ground/vehicles/bmp/bmp-2,p5-ru-ground-bmp2-armyrecognition;p5-ru-ground-bmp2-armyguide;p5-ru-ground-bmp2-roe,all target fields filled; retrievable Tier C sources replace 404 pointer; cross-check pending
eq-de-ground-pzh2000,Germany,Bundeswehr,ground,self_propelled_artillery,PzH 2000,PzH 2000,parameter_complete,catalog/ground/vehicles/pzh-2000/pzh-2000,p5-de-ground-pzh2000-bundeswehr;p5-de-ground-pzh2000-armyrecognition,all target fields filled; charge and secondary-MG values are explicit estimates; cross-check pending
eq-us-ground-m109a7,United States,US Army,ground,self_propelled_artillery,M109,M109A7,parameter_complete,catalog/ground/vehicles/m109/m109a7,p5-us-ground-m109a7-peo;p5-us-ground-m109a7-baesystems;p5-us-ground-m109a7-armytechnology;p5-us-ground-m109a7-weaponspecs,all target fields filled; 675/600 hp and mass conventions remain cross-check items
eq-us-ground-m2a2ods,United States,US Army,ground,infantry_fighting_vehicle,Bradley,M2A2 ODS,parameter_complete,catalog/ground/vehicles/bradley/m2a2ods,p5-us-ground-m2a2ods-fm3221;p5-us-ground-m2a2ods-tm552350;p5-us-ground-m2a2ods-armyrecognition,all target fields filled; dimensions, mass, seating and fording convention differences remain cross-check items
eq-gb-ground-chieftainmk11,United Kingdom,British Army,ground,main_battle_tank,Chieftain,Mk 11,parameter_complete,catalog/ground/vehicles/chieftain/chieftain-mk11,p5-gb-ground-chieftainmk11-tankmuseum;p5-gb-ground-chieftainmk11-wikipedia;p5-gb-ground-chieftainmk11-netmaquettes,all target fields filled; engine submark, ammunition and fording kit remain cross-check items
eq-us-ground-m109a2,United States,US Army,ground,self_propelled_artillery,M109,M109A2,parameter_complete,catalog/ground/vehicles/m109/m109a2,p5-us-ground-m109a2-tm92350311;p5-us-ground-m109a2-tm9235031134;p5-us-ground-m109a2-historynet;p5-us-ground-m109a2-armyhandbook,all target fields filled; crew, height and travel-mass conventions remain cross-check items
eq-us-ground-m270a1,United States,US Army,ground,rocket_artillery,MLRS,M270A1,parameter_complete,catalog/ground/vehicles/mlrs/m270a1,p5-us-ground-m270a1-wsh2011;p5-us-ground-m270a1-wsh2020;p5-us-ground-m270a1-fas;p5-us-ground-m270a1-armyguide;p5-us-ground-m270a1-tm9142564610;p5-us-ground-m270a1-redstone,all target fields filled; range and loaded-mass handbook revisions remain cross-check items
eq-ru-ground-t72a,Russia,Soviet/Russian Ground Forces,ground,main_battle_tank,T-72,T-72A,parameter_complete,catalog/ground/vehicles/t-72/t-72a,p5-ru-ground-t72a-valka;p5-ru-ground-t72a-mcia,all target fields filled; production subseries and overhaul options remain cross-check items
eq-ru-ground-bmp1,Russia,Soviet/Russian Ground Forces,ground,infantry_fighting_vehicle,BMP,BMP-1,parameter_complete,catalog/ground/vehicles/bmp/bmp-1,p5-ru-ground-bmp1-valka;p5-ru-ground-bmp1-mcia,all target fields filled; subseries, sight and range conventions remain cross-check items
eq-kr-ground-k2,South Korea,Republic of Korea Army,ground,main_battle_tank,K2,K2 Black Panther,parameter_complete,catalog/ground/vehicles/k-2/k-2,p5-kr-ground-k2-hyundairotem;p5-kr-ground-k2-armyguide,all target fields filled; engine/transmission batch and export-fit differences remain cross-check items
eq-eu-ground-cv90mk4,Sweden/Netherlands,CV90 operators,ground,infantry_fighting_vehicle,CV90,Mk IV,parameter_complete,catalog/ground/vehicles/cv90/cv90mk4,p5-eu-ground-cv90mk4-odin;p5-eu-ground-cv90mk4-bae;p5-eu-ground-cv90mk4-baebrochure;p5-eu-ground-cv90mk4-defensie;p5-eu-ground-cv90mk4-cv90cz;p5-eu-ground-cv90mk4-czdefence,all target fields filled; customer turret, passenger capacity and fording fit remain cross-check items
